Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
Layer 4,4,0.4029,0.0077,0.3895,HuBERT,MSP-Podcast,10
Layer 5,5,0.4108,0.0046,0.3976,HuBERT,MSP-Podcast,10
Layer 6,6,0.4116,0.0057,0.3965,HuBERT,MSP-Podcast,10
Layer 7,7,0.415,0.0043,0.4002,HuBERT,MSP-Podcast,10
Layer 8,8,0.4131,0.0085,0.4003,HuBERT,MSP-Podcast,10
Layer 9,9,0.4114,0.005,0.3976,HuBERT,MSP-Podcast,10
Layer 10,10,0.4197,0.0025,0.4058,HuBERT,MSP-Podcast,10
Layer 11,11,0.4228,0.005,0.4088,HuBERT,MSP-Podcast,10
Layer 12,12,0.4255,0.0093,0.4121,HuBERT,MSP-Podcast,10
Layer 13,13,0.4288,0.0078,0.4152,HuBERT,MSP-Podcast,10
Layer 14,14,0.4238,0.0043,0.41,HuBERT,MSP-Podcast,10
Layer 15,15,0.4185,0.0083,0.4069,HuBERT,MSP-Podcast,10
Layer 16,16,0.4256,0.0059,0.4142,HuBERT,MSP-Podcast,10
Layer 17,17,0.4274,0.0056,0.4169,HuBERT,MSP-Podcast,10
Layer 18,18,0.428,0.0058,0.4174,HuBERT,MSP-Podcast,10
Layer 19,19,0.4252,0.0045,0.4159,HuBERT,MSP-Podcast,10
Layer 20,20,0.4268,0.0076,0.4168,HuBERT,MSP-Podcast,10
Layer 21,21,0.4254,0.0092,0.417,HuBERT,MSP-Podcast,10
Layer 22,22,0.4293,0.0102,0.4188,HuBERT,MSP-Podcast,10
Layer 23,23,0.4306,0.0079,0.4167,HuBERT,MSP-Podcast,10
Layer 24,24,0.4279,0.0032,0.4127,HuBERT,MSP-Podcast,10
CNN,0,0.4529,0.0067,0.3946,HuBERT,MSP-Podcast,20
Layer 1,1,0.4359,0.0072,0.4023,HuBERT,MSP-Podcast,20
Layer 2,2,0.4258,0.0045,0.4052,HuBERT,MSP-Podcast,20
Layer 3,3,0.4161,0.0077,0.4,HuBERT,MSP-Podcast,20
Layer 4,4,0.417,0.0045,0.4031,HuBERT,MSP-Podcast,20
Layer 5,5,0.4237,0.0076,0.4096,HuBERT,MSP-Podcast,20
Layer 6,6,0.4246,0.0066,0.4117,HuBERT,MSP-Podcast,20
Layer 7,7,0.4257,0.0062,0.4116,HuBERT,MSP-Podcast,20
Layer 8,8,0.4246,0.005,0.4127,HuBERT,MSP-Podcast,20
Layer 9,9,0.4221,0.0077,0.4093,HuBERT,MSP-Podcast,20
Layer 10,10,0.4317,0.0029,0.4184,HuBERT,MSP-Podcast,20
Layer 11,11,0.4317,0.008,0.4173,HuBERT,MSP-Podcast,20
Layer 12,12,0.4335,0.0075,0.4183,HuBERT,MSP-Podcast,20
Layer 13,13,0.4338,0.007,0.4206,HuBERT,MSP-Podcast,20
Layer 14,14,0.4366,0.0076,0.423,HuBERT,MSP-Podcast,20
Layer 15,15,0.4339,0.0068,0.4221,HuBERT,MSP-Podcast,20
Layer 16,16,0.4342,0.0037,0.4236,HuBERT,MSP-Podcast,20
Layer 17,17,0.4354,0.0046,0.4257,HuBERT,MSP-Podcast,20
Layer 18,18,0.4341,0.0076,0.425,HuBERT,MSP-Podcast,20
Layer 19,19,0.4406,0.0066,0.4312,HuBERT,MSP-Podcast,20
Layer 20,20,0.4368,0.0041,0.4285,HuBERT,MSP-Podcast,20
Layer 21,21,0.4325,0.0046,0.4242,HuBERT,MSP-Podcast,20
Layer 22,22,0.4369,0.0039,0.428,HuBERT,MSP-Podcast,20
Layer 23,23,0.4376,0.007,0.4253,HuBERT,MSP-Podcast,20
Layer 24,24,0.4391,0.0041,0.4262,HuBERT,MSP-Podcast,20
CNN,0,0.4375,0.0075,0.3747,HuBERT,MSP-Podcast,5
Layer 1,1,0.4128,0.0024,0.3762,HuBERT,MSP-Podcast,5
Layer 2,2,0.4039,0.0053,0.3817,HuBERT,MSP-Podcast,5
Layer 3,3,0.4047,0.0039,0.3882,HuBERT,MSP-Podcast,5
Layer 4,4,0.4004,0.0071,0.3856,HuBERT,MSP-Podcast,5
Layer 5,5,0.4047,0.0024,0.3908,HuBERT,MSP-Podcast,5
Layer 6,6,0.4071,0.0073,0.3911,HuBERT,MSP-Podcast,5
Layer 7,7,0.4059,0.0037,0.3905,HuBERT,MSP-Podcast,5
Layer 8,8,0.4012,0.0069,0.3885,HuBERT,MSP-Podcast,5
Layer 9,9,0.4095,0.0037,0.396,HuBERT,MSP-Podcast,5
Layer 10,10,0.4117,0.0024,0.3976,HuBERT,MSP-Podcast,5
Layer 11,11,0.4131,0.0054,0.3982,HuBERT,MSP-Podcast,5
Layer 12,12,0.4178,0.0055,0.4045,HuBERT,MSP-Podcast,5
Layer 13,13,0.4161,0.0094,0.4026,HuBERT,MSP-Podcast,5
Layer 14,14,0.4192,0.0018,0.4053,HuBERT,MSP-Podcast,5
Layer 15,15,0.415,0.0045,0.403,HuBERT,MSP-Podcast,5
Layer 16,16,0.4143,0.0087,0.4027,HuBERT,MSP-Podcast,5
Layer 17,17,0.4154,0.0056,0.4044,HuBERT,MSP-Podcast,5
Layer 18,18,0.4181,0.0061,0.4064,HuBERT,MSP-Podcast,5
Layer 19,19,0.42,0.0039,0.41,HuBERT,MSP-Podcast,5
Layer 20,20,0.4196,0.0058,0.41,HuBERT,MSP-Podcast,5
Layer 21,21,0.4186,0.0063,0.408,HuBERT,MSP-Podcast,5
Layer 22,22,0.4228,0.0065,0.4104,HuBERT,MSP-Podcast,5
Layer 23,23,0.4236,0.0071,0.4087,HuBERT,MSP-Podcast,5
Layer 24,24,0.4231,0.007,0.4073,HuBERT,MSP-Podcast,5
CNN,0,0.4594,0.0047,0.4055,MERT,MSP-Podcast,clean
Layer 1,1,0.4505,0.0058,0.4154,MERT,MSP-Podcast,clean
Layer 2,2,0.441,0.0075,0.4148,MERT,MSP-Podcast,clean
Layer 3,3,0.4343,0.0051,0.4123,MERT,MSP-Podcast,clean
Layer 4,4,0.4292,0.0048,0.4104,MERT,MSP-Podcast,clean
Layer 5,5,0.4265,0.0082,0.4105,MERT,MSP-Podcast,clean
Layer 6,6,0.4266,0.0058,0.4115,MERT,MSP-Podcast,clean
Layer 7,7,0.4308,0.0049,0.4149,MERT,MSP-Podcast,clean
Layer 8,8,0.4271,0.0056,0.4122,MERT,MSP-Podcast,clean
Layer 9,9,0.4239,0.004,0.4091,MERT,MSP-Podcast,clean
Layer 10,10,0.4299,0.0054,0.4153,MERT,MSP-Podcast,clean
Layer 11,11,0.4303,0.0035,0.4156,MERT,MSP-Podcast,clean
Layer 12,12,0.4299,0.0065,0.4156,MERT,MSP-Podcast,clean
Layer 13,13,0.4295,0.0043,0.4147,MERT,MSP-Podcast,clean
Layer 14,14,0.4239,0.0038,0.4098,MERT,MSP-Podcast,clean
Layer 15,15,0.426,0.0054,0.4113,MERT,MSP-Podcast,clean
Layer 16,16,0.4211,0.011,0.4075,MERT,MSP-Podcast,clean
Layer 17,17,0.4219,0.0052,0.4077,MERT,MSP-Podcast,clean
Layer 18,18,0.4182,0.0068,0.4035,MERT,MSP-Podcast,clean
Layer 19,19,0.4142,0.0072,0.3998,MERT,MSP-Podcast,clean
Layer 20,20,0.4162,0.0088,0.4014,MERT,MSP-Podcast,clean
Layer 21,21,0.4183,0.0097,0.4024,MERT,MSP-Podcast,clean
Layer 22,22,0.4165,0.0067,0.4004,MERT,MSP-Podcast,clean
Layer 23,23,0.4207,0.0057,0.4047,MERT,MSP-Podcast,clean
Layer 24,24,0.4277,0.0024,0.4086,MERT,MSP-Podcast,clean
CNN,0,0.4149,0.0026,0.3514,MERT,MSP-Podcast,0
Layer 1,1,0.4006,0.0049,0.3592,MERT,MSP-Podcast,0
Layer 2,2,0.3909,0.0033,0.3612,MERT,MSP-Podcast,0
Layer 3,3,0.39,0.008,0.3666,MERT,MSP-Podcast,0
Layer 4,4,0.3898,0.0055,0.3694,MERT,MSP-Podcast,0
Layer 5,5,0.3867,0.0032,0.3678,MERT,MSP-Podcast,0
Layer 6,6,0.388,0.0081,0.3701,MERT,MSP-Podcast,0
Layer 7,7,0.3908,0.0027,0.3734,MERT,MSP-Podcast,0
Layer 8,8,0.3904,0.0091,0.3733,MERT,MSP-Podcast,0
Layer 9,9,0.3957,0.002,0.3768,MERT,MSP-Podcast,0
Layer 10,10,0.3988,0.0055,0.3798,MERT,MSP-Podcast,0
Layer 11,11,0.3922,0.0065,0.3733,MERT,MSP-Podcast,0
Layer 12,12,0.3862,0.0086,0.369,MERT,MSP-Podcast,0
Layer 13,13,0.3885,0.0042,0.3709,MERT,MSP-Podcast,0
Layer 14,14,0.3874,0.0059,0.3694,MERT,MSP-Podcast,0
Layer 15,15,0.383,0.0041,0.3655,MERT,MSP-Podcast,0
Layer 16,16,0.3803,0.0064,0.3642,MERT,MSP-Podcast,0
Layer 17,17,0.3826,0.0024,0.3666,MERT,MSP-Podcast,0
Layer 18,18,0.3836,0.0042,0.3676,MERT,MSP-Podcast,0
Layer 19,19,0.3797,0.0043,0.3639,MERT,MSP-Podcast,0
Layer 20,20,0.3833,0.0087,0.3675,MERT,MSP-Podcast,0
Layer 21,21,0.3801,0.0058,0.3633,MERT,MSP-Podcast,0
Layer 22,22,0.383,0.0036,0.3651,MERT,MSP-Podcast,0
Layer 23,23,0.3774,0.0053,0.3613,MERT,MSP-Podcast,0
Layer 24,24,0.3752,0.0051,0.3583,MERT,MSP-Podcast,0
CNN,0,0.4359,0.0079,0.3758,MERT,MSP-Podcast,10
Layer 1,1,0.413,0.0078,0.377,MERT,MSP-Podcast,10
Layer 2,2,0.4036,0.0041,0.3783,MERT,MSP-Podcast,10
Layer 3,3,0.4039,0.0046,0.3821,MERT,MSP-Podcast,10
Layer 4,4,0.4069,0.0064,0.387,MERT,MSP-Podcast,10
Layer 5,5,0.403,0.0063,0.3861,MERT,MSP-Podcast,10
Layer 6,6,0.3972,0.0052,0.3823,MERT,MSP-Podcast,10
Layer 7,7,0.4053,0.007,0.3894,MERT,MSP-Podcast,10
Layer 8,8,0.4028,0.0076,0.3875,MERT,MSP-Podcast,10
Layer 9,9,0.407,0.0072,0.3916,MERT,MSP-Podcast,10
Layer 10,10,0.4037,0.0014,0.3872,MERT,MSP-Podcast,10
Layer 11,11,0.4089,0.0062,0.3926,MERT,MSP-Podcast,10
Layer 12,12,0.401,0.0031,0.3847,MERT,MSP-Podcast,10
Layer 13,13,0.4043,0.007,0.3872,MERT,MSP-Podcast,10
Layer 14,14,0.4062,0.0033,0.3896,MERT,MSP-Podcast,10
Layer 15,15,0.4015,0.0042,0.3858,MERT,MSP-Podcast,10
Layer 16,16,0.4043,0.0044,0.3885,MERT,MSP-Podcast,10
Layer 17,17,0.4022,0.0079,0.3877,MERT,MSP-Podcast,10
Layer 18,18,0.4015,0.0082,0.3863,MERT,MSP-Podcast,10
Layer 19,19,0.3989,0.0061,0.384,MERT,MSP-Podcast,10
Layer 20,20,0.3981,0.0024,0.3839,MERT,MSP-Podcast,10
Layer 21,21,0.3991,0.0065,0.3835,MERT,MSP-Podcast,10
Layer 22,22,0.3958,0.0055,0.3818,MERT,MSP-Podcast,10
Layer 23,23,0.397,0.0064,0.3821,MERT,MSP-Podcast,10
Layer 24,24,0.3969,0.0053,0.3811,MERT,MSP-Podcast,10
CNN,0,0.4411,0.0052,0.3846,MERT,MSP-Podcast,20
Layer 1,1,0.421,0.0043,0.3869,MERT,MSP-Podcast,20
Layer 2,2,0.4133,0.0092,0.3877,MERT,MSP-Podcast,20
Layer 3,3,0.411,0.0044,0.3911,MERT,MSP-Podcast,20
Layer 4,4,0.4113,0.0044,0.3933,MERT,MSP-Podcast,20
Layer 5,5,0.4094,0.005,0.3928,MERT,MSP-Podcast,20
Layer 6,6,0.4113,0.0042,0.3964,MERT,MSP-Podcast,20
Layer 7,7,0.4116,0.0049,0.3967,MERT,MSP-Podcast,20
Layer 8,8,0.4095,0.0084,0.3958,MERT,MSP-Podcast,20
Layer 9,9,0.4089,0.004,0.3937,MERT,MSP-Podcast,20
Layer 10,10,0.4098,0.0064,0.3949,MERT,MSP-Podcast,20
Layer 11,11,0.4108,0.0054,0.3957,MERT,MSP-Podcast,20
Layer 12,12,0.4079,0.0062,0.3936,MERT,MSP-Podcast,20
Layer 13,13,0.41,0.0055,0.3951,MERT,MSP-Podcast,20
Layer 14,14,0.4089,0.0056,0.394,MERT,MSP-Podcast,20
Layer 15,15,0.4046,0.0041,0.3896,MERT,MSP-Podcast,20
Layer 16,16,0.4061,0.0078,0.3923,MERT,MSP-Podcast,20
Layer 17,17,0.4078,0.0075,0.3939,MERT,MSP-Podcast,20
Layer 18,18,0.4033,0.0071,0.3889,MERT,MSP-Podcast,20
Layer 19,19,0.4045,0.008,0.3897,MERT,MSP-Podcast,20
Layer 20,20,0.3936,0.0141,0.3791,MERT,MSP-Podcast,20
Layer 21,21,0.3977,0.005,0.3833,MERT,MSP-Podcast,20
Layer 22,22,0.404,0.0058,0.3898,MERT,MSP-Podcast,20
Layer 23,23,0.3988,0.0047,0.3847,MERT,MSP-Podcast,20
Layer 24,24,0.4005,0.0032,0.3842,MERT,MSP-Podcast,20
CNN,0,0.4259,0.0082,0.3642,MERT,MSP-Podcast,5
Layer 1,1,0.4056,0.0078,0.3668,MERT,MSP-Podcast,5
Layer 2,2,0.3999,0.0072,0.3725,MERT,MSP-Podcast,5
Layer 3,3,0.3996,0.0071,0.3775,MERT,MSP-Podcast,5
Layer 4,4,0.4026,0.0072,0.3816,MERT,MSP-Podcast,5
Layer 5,5,0.3943,0.0052,0.3774,MERT,MSP-Podcast,5
Layer 6,6,0.392,0.0072,0.3765,MERT,MSP-Podcast,5
Layer 7,7,0.3974,0.0047,0.3804,MERT,MSP-Podcast,5
Layer 8,8,0.4008,0.0047,0.3843,MERT,MSP-Podcast,5
Layer 9,9,0.4029,0.0092,0.386,MERT,MSP-Podcast,5
Layer 10,10,0.4016,0.0039,0.3832,MERT,MSP-Podcast,5
Layer 11,11,0.3992,0.0088,0.3822,MERT,MSP-Podcast,5
Layer 12,12,0.3994,0.0045,0.3817,MERT,MSP-Podcast,5
Layer 13,13,0.3932,0.0025,0.3763,MERT,MSP-Podcast,5
Layer 14,14,0.3985,0.0039,0.3813,MERT,MSP-Podcast,5
Layer 15,15,0.3939,0.0066,0.3776,MERT,MSP-Podcast,5
Layer 16,16,0.3986,0.0051,0.3822,MERT,MSP-Podcast,5
Layer 17,17,0.3933,0.0086,0.3778,MERT,MSP-Podcast,5
Layer 18,18,0.3896,0.0045,0.3751,MERT,MSP-Podcast,5
Layer 19,19,0.3874,0.0017,0.3721,MERT,MSP-Podcast,5
Layer 20,20,0.3926,0.0039,0.3777,MERT,MSP-Podcast,5
Layer 21,21,0.3914,0.0025,0.3746,MERT,MSP-Podcast,5
Layer 22,22,0.3875,0.0068,0.3723,MERT,MSP-Podcast,5
Layer 23,23,0.3887,0.0033,0.373,MERT,MSP-Podcast,5
Layer 24,24,0.3928,0.0024,0.3758,MERT,MSP-Podcast,5
CNN,0,0.4744,0.0036,0.4164,WavLM,MSP-Podcast,clean
Layer 1,1,0.4585,0.0049,0.4276,WavLM,MSP-Podcast,clean
Layer 2,2,0.4444,0.0045,0.4221,WavLM,MSP-Podcast,clean
Layer 3,3,0.4407,0.0087,0.4231,WavLM,MSP-Podcast,clean
Layer 4,4,0.4409,0.0047,0.4258,WavLM,MSP-Podcast,clean
Layer 5,5,0.4374,0.0015,0.4218,WavLM,MSP-Podcast,clean
Layer 6,6,0.4419,0.0066,0.4276,WavLM,MSP-Podcast,clean
Layer 7,7,0.4416,0.0048,0.4274,WavLM,MSP-Podcast,clean
Layer 8,8,0.441,0.0054,0.4282,WavLM,MSP-Podcast,clean
Layer 9,9,0.4412,0.0077,0.4287,WavLM,MSP-Podcast,clean
Layer 10,10,0.4464,0.0071,0.4338,WavLM,MSP-Podcast,clean
Layer 11,11,0.4484,0.0092,0.4352,WavLM,MSP-Podcast,clean
Layer 12,12,0.45,0.0112,0.4364,WavLM,MSP-Podcast,clean
Layer 13,13,0.447,0.0069,0.4337,WavLM,MSP-Podcast,clean
Layer 14,14,0.446,0.0075,0.433,WavLM,MSP-Podcast,clean
Layer 15,15,0.4489,0.0037,0.4368,WavLM,MSP-Podcast,clean
Layer 16,16,0.4518,0.0027,0.4418,WavLM,MSP-Podcast,clean
Layer 17,17,0.4566,0.0047,0.4486,WavLM,MSP-Podcast,clean
Layer 18,18,0.4573,0.0076,0.449,WavLM,MSP-Podcast,clean
Layer 19,19,0.4564,0.0062,0.4494,WavLM,MSP-Podcast,clean
Layer 20,20,0.4542,0.0047,0.4466,WavLM,MSP-Podcast,clean
Layer 21,21,0.4537,0.0082,0.4451,WavLM,MSP-Podcast,clean
Layer 22,22,0.4596,0.0079,0.4475,WavLM,MSP-Podcast,clean
Layer 23,23,0.4573,0.0084,0.4458,WavLM,MSP-Podcast,clean
Layer 24,24,0.4587,0.0059,0.4444,WavLM,MSP-Podcast,clean
CNN,0,0.4354,0.0012,0.3678,WavLM,MSP-Podcast,0
Layer 1,1,0.4109,0.0045,0.3747,WavLM,MSP-Podcast,0
Layer 2,2,0.3933,0.006,0.3709,WavLM,MSP-Podcast,0
Layer 3,3,0.3982,0.0037,0.3799,WavLM,MSP-Podcast,0
Layer 4,4,0.3994,0.0062,0.3805,WavLM,MSP-Podcast,0
Layer 5,5,0.3995,0.0054,0.3829,WavLM,MSP-Podcast,0
Layer 6,6,0.4007,0.0045,0.3851,WavLM,MSP-Podcast,0
Layer 7,7,0.4126,0.0034,0.3973,WavLM,MSP-Podcast,0
Layer 8,8,0.4077,0.004,0.3917,WavLM,MSP-Podcast,0
Layer 9,9,0.4032,0.003,0.3895,WavLM,MSP-Podcast,0
Layer 10,10,0.406,0.008,0.3923,WavLM,MSP-Podcast,0
Layer 11,11,0.4149,0.0082,0.4008,WavLM,MSP-Podcast,0
Layer 12,12,0.4118,0.0059,0.3967,WavLM,MSP-Podcast,0
Layer 13,13,0.4066,0.0044,0.3917,WavLM,MSP-Podcast,0
Layer 14,14,0.4119,0.0049,0.3976,WavLM,MSP-Podcast,0
Layer 15,15,0.4087,0.0048,0.3944,WavLM,MSP-Podcast,0
Layer 16,16,0.4081,0.0053,0.3937,WavLM,MSP-Podcast,0
Layer 17,17,0.4173,0.0073,0.4034,WavLM,MSP-Podcast,0
Layer 18,18,0.4206,0.0039,0.4059,WavLM,MSP-Podcast,0
Layer 19,19,0.4133,0.0049,0.3992,WavLM,MSP-Podcast,0
Layer 20,20,0.4149,0.0031,0.4005,WavLM,MSP-Podcast,0
Layer 21,21,0.4157,0.009,0.4015,WavLM,MSP-Podcast,0
Layer 22,22,0.4234,0.0098,0.4042,WavLM,MSP-Podcast,0
Layer 23,23,0.4154,0.0162,0.3971,WavLM,MSP-Podcast,0
Layer 24,24,0.4151,0.0113,0.3957,WavLM,MSP-Podcast,0
CNN,0,0.4465,0.0043,0.3823,WavLM,MSP-Podcast,10
Layer 1,1,0.4236,0.0049,0.3918,WavLM,MSP-Podcast,10
Layer 2,2,0.4081,0.0032,0.3892,WavLM,MSP-Podcast,10
Layer 3,3,0.413,0.0044,0.3967,WavLM,MSP-Podcast,10
Layer 4,4,0.4071,0.0056,0.3924,WavLM,MSP-Podcast,10
Layer 5,5,0.4151,0.0029,0.4009,WavLM,MSP-Podcast,10
Layer 6,6,0.4141,0.0123,0.402,WavLM,MSP-Podcast,10
Layer 7,7,0.4182,0.0077,0.4064,WavLM,MSP-Podcast,10
Layer 8,8,0.4179,0.0099,0.4048,WavLM,MSP-Podcast,10
Layer 9,9,0.4189,0.0059,0.4066,WavLM,MSP-Podcast,10
Layer 10,10,0.4237,0.0051,0.4102,WavLM,MSP-Podcast,10
Layer 11,11,0.4229,0.0054,0.41,WavLM,MSP-Podcast,10
Layer 12,12,0.4223,0.0009,0.41,WavLM,MSP-Podcast,10
Layer 13,13,0.4246,0.008,0.4116,WavLM,MSP-Podcast,10
Layer 14,14,0.4267,0.0108,0.4141,WavLM,MSP-Podcast,10
Layer 15,15,0.4286,0.009,0.4173,WavLM,MSP-Podcast,10
Layer 16,16,0.4291,0.0067,0.4181,WavLM,MSP-Podcast,10
Layer 17,17,0.4354,0.0102,0.4245,WavLM,MSP-Podcast,10
Layer 18,18,0.4324,0.0039,0.4238,WavLM,MSP-Podcast,10
Layer 19,19,0.4367,0.0125,0.4273,WavLM,MSP-Podcast,10
Layer 20,20,0.4325,0.0111,0.4227,WavLM,MSP-Podcast,10
Layer 21,21,0.438,0.0077,0.4267,WavLM,MSP-Podcast,10
Layer 22,22,0.4393,0.0056,0.4254,WavLM,MSP-Podcast,10
Layer 23,23,0.4355,0.011,0.4219,WavLM,MSP-Podcast,10
Layer 24,24,0.433,0.0068,0.4179,WavLM,MSP-Podcast,10
CNN,0,0.4573,0.0036,0.3972,WavLM,MSP-Podcast,20
Layer 1,1,0.4343,0.0049,0.4046,WavLM,MSP-Podcast,20
Layer 2,2,0.4206,0.0061,0.4021,WavLM,MSP-Podcast,20
Layer 3,3,0.4206,0.0066,0.4072,WavLM,MSP-Podcast,20
Layer 4,4,0.4164,0.0069,0.4037,WavLM,MSP-Podcast,20
Layer 5,5,0.4218,0.0062,0.41,WavLM,MSP-Podcast,20
Layer 6,6,0.4247,0.0073,0.4138,WavLM,MSP-Podcast,20
Layer 7,7,0.4253,0.0087,0.4134,WavLM,MSP-Podcast,20
Layer 8,8,0.4299,0.0067,0.4172,WavLM,MSP-Podcast,20
Layer 9,9,0.4313,0.0066,0.4198,WavLM,MSP-Podcast,20
Layer 10,10,0.4323,0.0093,0.4216,WavLM,MSP-Podcast,20
Layer 11,11,0.4331,0.0065,0.4223,WavLM,MSP-Podcast,20
Layer 12,12,0.4314,0.0071,0.4197,WavLM,MSP-Podcast,20
Layer 13,13,0.4291,0.0083,0.4175,WavLM,MSP-Podcast,20
Layer 14,14,0.427,0.0101,0.4153,WavLM,MSP-Podcast,20
Layer 15,15,0.4359,0.009,0.4245,WavLM,MSP-Podcast,20
Layer 16,16,0.4366,0.0059,0.4265,WavLM,MSP-Podcast,20
Layer 17,17,0.4466,0.0074,0.4384,WavLM,MSP-Podcast,20
Layer 18,18,0.4479,0.0084,0.4399,WavLM,MSP-Podcast,20
Layer 19,19,0.4471,0.0062,0.4398,WavLM,MSP-Podcast,20
Layer 20,20,0.4427,0.0101,0.434,WavLM,MSP-Podcast,20
Layer 21,21,0.4456,0.0109,0.4368,WavLM,MSP-Podcast,20
Layer 22,22,0.4513,0.0062,0.4378,WavLM,MSP-Podcast,20
Layer 23,23,0.4467,0.0081,0.4348,WavLM,MSP-Podcast,20
Layer 24,24,0.4453,0.0045,0.4319,WavLM,MSP-Podcast,20
CNN,0,0.4423,0.0035,0.3761,WavLM,MSP-Podcast,5
Layer 1,1,0.4159,0.0057,0.3823,WavLM,MSP-Podcast,5
Layer 2,2,0.3995,0.0036,0.3794,WavLM,MSP-Podcast,5
Layer 3,3,0.4068,0.0064,0.3895,WavLM,MSP-Podcast,5
Layer 4,4,0.4026,0.005,0.3862,WavLM,MSP-Podcast,5
Layer 5,5,0.4082,0.0051,0.3928,WavLM,MSP-Podcast,5
Layer 6,6,0.4084,0.0067,0.3953,WavLM,MSP-Podcast,5
